# Transcript of Data 4 Good Training: INFORMS CAP
# Timestamp | transcribed text
19:32 | is to walk in their shoes so um going out to the field I've also sat with call
19:39 | center agents when um I worked on a call center project I've gone out to lots of
19:45 | different manufacturing plants seen um how toilets are made seen how glass is
19:50 | melted seen how um fabric is U manufactured in electronic devices and
19:57 | so getting into their world is always helpful now if you don't if you don't
20:03 | have the ability to go in person there's this wonderful thing called the interwebs and you can go to the interweb
20:08 | and learn all kinds of things that will help you understand how to better frame your business
20:15 | problem so um that's step one is to truly really understand the context of
20:24 | why the question is even being asked why is it why now um and then to come up
20:30 | with a statement so we're going to come up with some statements on this super
20:35 | important um the second step or domain is the analytic problem Framing and in
20:43 | this stage um it's one thing to make a statement about the problem but it's
20:49 | another thing to actually develop something along the lines of a hypothesized model because that's where
20:54 | the rubber hits Road like at this point you're saying okay well that's all great but how how do I actually solve this you
21:00 | know can I um what are the driving factors what's the Y variable um what am
21:06 | I what are the key metrics for Success um and so I always come up with a a
21:13 | diagram physical picture that shows like this is what we're trying to solve here's how we're defining it these are
21:19 | what we think are going to be the inputs um and so I tend to push my teams to use
21:25 | Google Scholar um to help with the analect problem framing stage so that we
21:30 | can figure out um yes we know the problem now but how do we put that into an analytic problem so I'll show you an
21:37 | example of that domain three this is where people start getting a little more comfortable
21:44 | um the problem framing um are a little uncomfortable because well I think it's
21:51 | because the schools are not really teaching this as much as they are the actual data data cleaning and the
21:57 | analysis meth meod and so people um typically that are from analytics tend to get more comfortable when we start
22:04 | talking about the data domain so in the data domain uh this is where we uh
22:09 | figure out what data we um acquire prioritize um clean transform validate
22:16 | um just some basic relationships in the data nothing fancy yet um and so if
22:22 | there are assumptions that need to be met like normal distributions like do we need to transport form um or take a log
22:30 | or something like that so that data management is the the third
22:37 | domain the fourth one is to um come up with an approach uh this is another sticky Point
22:44 | um where you have to figure out what approach or what analytics technique um
22:50 | to to apply to this particular problem so the identifying the problem is tricky
22:57 | and coming up with the right way to solve it is also tricky now there not
23:03 | always but often times there are multiple ways to um solve a problem and
23:08 | I'll show you some examples in our exercises but that's the heart of domain
23:13 | four which is understanding the right analytics
23:19 | method domain five is um applying that analytics method to the data set to
23:24 | solve the problem and build a model and this is where people are like yeah I love this part because that's why we got
23:30 | into this stuff is to build models or at least that's why I got into it and most of the people I know that's what they
23:36 | like doing as well so the model building is um building these models into your
23:43 | you know whatever program of your choice um whether you're writing this in python or however you're running it uh so
23:50 | building the model itself into a program uh domain number six is is um
23:59 | you're trying to figure out like what you deploy the model and you're trying to figure out what's the business
24:04 | validation of the model and you have your insights there another place
24:10 | where um we struggle as a community a little bit is um delivering a report
24:15 | with findings or creating the model that gets um integrated into a system so to
24:22 | give you an example um I had a project that I was working on that was safety related it had to do with safety and a
24:27 | manufacture in plant and so um to take it partway which would be insights is
24:34 | still really really useful um we told the plant manager and the safety managers um like look here's some things
24:41 | you need to change like I know you're trying to save money by buying these gloves but the problem is it's not
24:47 | working they're too thin so people are actually putting on two gloves they're double gloving and so then you're spending a little bit more money because
24:54 | that b double gloving and also when you double glove the top glove flips off the bottom glove and that causes safety
25:00 | problems if you drop something or you know whatever so um that's an example of
25:06 | insights so what you're telling them is you need to re-evaluate the gloves that you're buying you know find some
25:12 | different gloves but a solution which also is a part of the this report of
25:18 | findings um you can do insights you can also do a solution which is um you
25:24 | integrate it into their systems so in that in a similar scenario the plant manager might come in in the morning
25:30 | kind of push a button and see like okay where are my highest risk areas today for safety concerns well maybe it's over
25:38 | here you know it's a cloudy day and the lighting's not good and there's a train going by and they always leave behind
25:44 | residue um and it's distracting or it's too loud or the workers can't think
25:50 | straight or you know for whatever reason we have um a different maybe we have contractors over in that section today
25:56 | and so that's going to be a higher this is where the model that you built is integrated into a system and they can see it in
26:03 | real time at the point of decisioning which areas to kind of focus on to make sure things are um going smoothly since
26:09 | they're higher risk for safety that's an example two examples of um
26:15 | deployment and then my life model life cycle management um creating the
26:21 | documentation tracking the model performance um recalibrating maintaining
26:26 | the model all these kinds of things that are sort of elongated vision of um you know what the life cycle of this model
26:33 | is going to look like you know how are we going to um keep it moving or um modified as needed I mean nobody
26:40 | expected the co to happen nobody like nobody saw that coming hardly maybe one
26:45 | or two people in the world saw that coming um but it changed a lot of our models and so if something like that
26:51 | were to happen or if there's some other natural disaster or if there's a change and just you know I work for um a gas
26:57 | company me during deregulation and when deregulation happened and everybody had a choice on their natural gas provider
27:04 | it changed everything about the way we um saw markets um we actually you'll
27:09 | love this we used to call them rate payers not customers R payers so um
27:17 | those are the seven domains of um the
27:22 | certified analytics professionals let me pause here for a second um and see are
27:28 | there are y'all are y'all out there y'all good is anybody there are there any
27:34 | questions right now before I move oh okay cool we have one okay
27:40 | so domain one is I'm gonna show you some examples in a second but domain one is
27:48 | you don't you pretend like you have access to any data that you want and you have access to any any potential
27:55 | modeling technique that you want so so in domain one you are only focused on
28:01 | the business problem there's no limitation with domain two you have to
28:07 | start going like okay how am I going to solve this like am I gon you know just use Simple example here am I going to
28:13 | run a regression if I'm going to do a regression what's my y variable and uh
28:19 | what are my drivers you know what what kind of things drive that phenomenon so if I'm looking at something um you know
28:26 | like um I don't know I'm thinking of something that everybody can relate to like uh likelihood to go to a Purdue
28:33 | football game okay and there are certain factors that show that you're likely to go to that game well at that point you
28:40 | got to start figuring all those details out what variables are going to be included how am I going to analyze it that's the analytic analytic framing
28:48 | different from business problem framing so in that scenario business problem framing would be we got to understand
28:54 | how to get more butts in the seats of our football games not that yall have that problem just hypothetically and the analytic framing
29:01 | is saying okay how are we going to measure game attendance is it purely the number is it how long they stay is it um
29:09 | season holders versus not like how are we going to measure that and what are the drive what are the things to drive it um as well as how like how we're
29:17 | going to analyze the whole thing that's the difference between a business problem and an analytic
29:25 | problem uh let's see I think I have another here oh you already answered
29:33 | that for me thank you okay any other questions before I
29:38 | move back to the
29:44 | deck are y always just quiet quiet grp right here we
29:52 | go okay so let's see we left off here and so this is just a snapshot of of all
29:58 | the seven um domains which as you can tell now that you're thinking about the
30:03 | whole picture you're like oh that is the scientific method basically but applied to analytics and yeah I do see what
30:10 | she's saying about the temporal nature because you can't really do the model selection um until you've done some
30:16 | business problem Framing and you know it's hard to do these things um out of
30:22 | order so I'm going to go into some examples in a hot second but let me go
30:28 | back to why it's important to um get the certification and why this is all
30:33 | important because I I hope that you're already starting to see some of the value like oh man I could use this every
30:40 | single time and you know what's funny is it kind of comes organically after a while like I sort of had um mine was
30:47 | four faces that I just created on my own and then when I discovered um the cap I was like oh my gosh this is the same
30:53 | kind of thing I'm sort of already doing so um it's makes it very easy for you to
30:59 | adapt um to your to kind of make it your own and to adopt as um a framework that
31:06 | that you can apply to just about anything um in analytics so the
31:11 | importance of certification um it's the capap the cap is almost always listed as
31:18 | one of the top certifications that will pay off in your career uh and so it's
31:25 | it's very common to see this listed as um one of the ways to get yourself like
31:31 | noticed and to make yourself sort of stand out from a crowd um I worked for a
31:37 | company that was focused on recruiting and that was something that we always looked for because we had certain
31:44 | companies that would say they would have a data science job description they would say cap certification strongly
31:50 | preferred or cap designation strongly preferred so um it's definitely a good a
31:56 | good way to like S stand out from an employment standpoint it also gives you some Prestige um I have people ask me
32:04 | all the time like because I'm I'm a big person that I'm a big like Mentor kind of like I'm always like you should get a
32:10 | mentor I have like four mentors you know I think I have about seven mentees right now and um but the question is like
32:17 | where am I G to find a mentor like who's going to take the time and spend time with me and help me understand life you
32:23 | know this is where you can get a mentor like um when someone comes to me if they
32:29 | have a cat designation whatever they're asking I almost always say yes we're part of a guild you know we support each
32:35 | other we're a community um and so it's another way of um building being a part
32:40 | of that community and having some Prestige and meeting people that you maybe would never have met before it
32:46 | also forces you to have continuous education I was I had a conference earlier today actually called devot and
32:55 | one of the participants asked me about fication of course course I talked about cap and I told them that every three
33:01 | years you have to do stuff you have to hustle um you can't just go stagnant um
33:07 | because the continuous education requirement means that you're constantly
33:12 | learning um in order to maintain your certification it's not a once and done sort of thing like other certificates or
33:19 | certifications um it also gives you the opportunity to make a real difference um I hear people say all the time I feel
33:27 | like I'm not make any impact like people will leave fully remote wellp paying
33:33 | good boss they will leave good jobs because they feel like they're not making a real difference because their
33:38 | models aren't created right and they're not they never really answer the right question or they didn't they just don't
33:45 | know how to make an impact and so this is an opportunity to make your work more
33:50 | effective and to make a real difference and then lastly but probably firstly and
33:56 | the priority list is um the ethical standards piece I can't I can't emphasize enough especially you
34:03 | know I've been in this field for over 30 years and um we've always had ethics but
34:08 | now more than ever I think we've got to pay attention to the ethicist and the ethical side of every decision we make
34:15 | especially as it relates to Ai and um this is a way for you to have that high
34:20 | ethical bar is by becoming a
34:26 | cap okay so why is everybody pushing me to be a cap because caps are constantly pushing
34:34 | other caps like they're always pushing for other people to be in cap well it it affects all of us that's why um and
34:41 | informs as an organization advances and promotes the science of technolog the Science and Technology of decisionmaking
34:47 | to save lives save money and solve problems and so other Caps or caps are
34:52 | pushing people to become caps so that we can Elevate ourselves as our whole community and get better at what we're
35:00 | doing so that's um that's why a lot of times you'll hear it's almost like
35:05 | people that have kids are always trying to push other people to have kids it's sort of like that I guess um okay so let
35:11 | me go now we're about to get to exercises all right so one of the ones I
35:18 | told you that people really struggle with is the business problem framing domain they really struggle with this so
35:25 | I don't know if um you going to be able to type your answers or if you're going to unmute or what but um there are
35:33 | multiple ways to problem frame now what's interesting is there's not that I
35:40 | know of there's not one solid book that
35:45 | everybody adopts there's a there's I think there's two that are about problem framing many of the books are about
35:52 | problem solving but there's not a lot about problem framing just to even identify the problem from the get-go
35:58 | that's a little bit trickier but I came up with a few um that I've seen here and there that are pieces of either other
36:05 | books or articles I think I have an article about problem framing as well um but there's one method it's the five ws
36:13 | the problem Fram who are the stakeholders what problem or function is
36:20 | this meant to solve um where is it actually happening
36:26 | where does the function need to be performed are there physical or spatial characteristics involved here when does
36:35 | this problem occur it's all about like focusing the W's on the problem and then
36:41 | why is this ever happening why does this seem to occur and I would say even maybe
36:47 | why now maybe this's been a problem for a long time um Harvey Brightman who um
36:54 | used to write books on problem solving he had a really neat story about um a
37:01 | plant and in this plant um speaking of trains that's what made me think of it
37:08 | but in this plant there was a production line and it was this H kind of clear stuff I could think it was some kind of
37:14 | filament and as it was getting developed it was starting to get something in it it was like a black thing that was
37:21 | getting in it and it's like supposed to this clear Extrusion based thing you know some kind of plasticy polypropylene
37:28 | something like that and but it had specks of black in it so the question
37:34 | was um okay how do we solve this and as you can imagine they went to the
37:41 | teams and said let's start brainstorming and the problem was they started saying things like oh well is somebody mad did
37:48 | somebody get fired recently or written up did um did someone drop something
37:53 | into the I mean they start coming up with this the answer and they weren't focused on the actual
38:00 | problem and they didn't even know what the material was you know if they had
38:05 | applied the five ws they would have known um who is actually seeing this
38:10 | like oh it's only those people what is the problem like what is the stuff and
38:16 | they never even pulled it out of this and looked at it and figured out what it was they didn't even try to figure that
38:21 | out um and where does it happen it was happening only in one part of the plant
38:27 | when does it happen it was only happening during a two-hour window and why that's what we were trying to get at
38:33 | was why is this happening it turns out um that during certain Seasons there was
38:38 | a window that the the um workers were opening they weren't supposed to but they were opening this window and that's
38:46 | where the the who came in help was who who was super helpful because it was only with certain shifts with certain
38:53 | people and so they were opening the window there was a new train that was going by new as in the sense of um it
38:59 | just started that route and it was carrying something I think it was coold and the particles of the coal were
39:06 | getting in the window and coming into the plant and getting into the production line but if you didn't if you
39:11 | didn't ask these questions the problem is people try to come up with answers they just want to jump straight to the
39:17 | answer like oh well what about this it could it be that and could it be this there's like a million things that could be you know like you really got to stop
39:25 | and back up and figure out what the actual problem is first so I hope this example makes sense
39:32 | um aside from the five W's uh there's this scholar named Panka Janes and I'm
39:41 | giving you another um podcast to listen to aside from um Paula or Paulie
39:48 | Mitchell guy is also panca Jane and Pianca Jane is on tag day to talk she's
39:55 | written a book called behind every good decision and she has um a framework that
40:01 | she uses to frame problems um and so she uses the batter uh business question
40:07 | analysis plan data collection derive insights and recommendation very similar to the domains that you see but under a
40:15 | business question find the real and actual business question she talks a little bit about like how do you even do
40:21 | that you know is it um are there different ways of doing that so please take a listen to uh that interview with
40:28 | Bianca Jane that's tagd talk it's um I think it's about 15 or 20 | 40:34 | minutes a third way that you can um frame the business problem is by
40:42 | being super annoying like a four-year-old kid so kids like to ask
40:48 | why they're always like why can't I have that candy well it's not good for you
40:53 | why is it not good for you like why is it not good for me like it pure sugar well what's wrong with sugar well it can
41:00 | hurt your teeth it's not good for your gut it's actually kind of poison why is it poison well it's made of this
41:05 | chemical I mean kids are so annoying with the why right like why why why but
41:11 | if you're talking to a business leader you don't want to annoy them so you do have to worry about exactly how to word it um but if you're talking to a
41:18 | business leader or even a nonprofit or whoever is um you know sort of the steward of your particular analytics
41:24 | project that's a really important thing to do is to is to really dig into the
41:29 | why why now let me let me tell you um I have another podcast interview with uh
41:37 | someone named Selma doic I didn't put her on here so I'm G put I'm GNA put her
41:42 | Selma doic she's with Carter the baby the baby clothing company and she talks
41:48 | about um the YY and what what the reason I call it
41:53 | the YY and that she calls it the YY is it's the the real why not necessarily
42:00 | the stated why okay this is why this stuff is so hard because um it's
42:06 | psychology so not only is it tricky to get your
42:12 | stakeholder to actually admit the problem but sometimes they deliberately
42:18 | mislead you and so you have to find the real why
42:24 | let me give you an example I'm a big Storyteller as you tell so I had a client and it's a giant company um like
42:33 | a $30 billion company that you've never heard of because they're behind the scenes they sort of white label and stuff and we were working on a great
42:41 | project with them and all throughout we were like this doesn't seem right this doesn't look right this is weird like I
42:47 | don't know if that's right and we kept saying this you know these kinds of things as we were going through the process with the client he's like no no
42:53 | no go ahead you're good you're good and as it turns out
42:59 | he was using us to prove the point that
43:05 | Geo that garbage in is garbage out and we didn't know that the whole reason for
43:11 | the project was for him to go back to it and say this is why we need to invest and have clean good data because no
43:20 | matter how advanced like we did all kinds of back flips for this project no matter how advanced no matter how great
43:26 | your analytics method you can't wash out the bad data and so
43:31 | no matter what you do it's always going to come out weird and it did so that was
43:36 | the real why that for doing the project and there are oftentimes layers in an
43:42 | organization or even in nonprofits there are politics like you have to you have
43:48 | it's a real Discovery process you have to instill trust um as part of it to really get that dialogue in a um I want
43:55 | a feedback way I'm telling I'm telling y'all some
44:00 | Secrets here good secrets you don't have to deal with stuff like I did hopefully
44:07 | not as much okay so here are some business problems um these are real
44:15 | problems that I've encountered from clients in the past and some of them are
44:21 | so poorly written um the client actually thought these were
44:27 | excellent like a super clear perfect business problem um and they weren't so
44:35 | let me give you I'll walk through these and what I want y'all to do is um I want you to pick um and then want you to pick
44:44 | one and then we can rewrite it and you guys can tell me and I'll put it in the desk okay is that straight let me walk
44:52 | through these five and you pick one and rewrite it and then we'll talk about it
44:58 | okay so um help develop a
45:03 | crosscorrelation by vertical and business question this came from a consulting company on our ability to get
45:11 | work after making a proposal and depending on the consultant framing the
45:17 | work so what they're trying to figure out is um if I have a prospect company
45:24 | I'm a consultant I have a prospect company let's say Mars comes to me and says I want you to help us figure out
45:31 | how to sell more M&M okay so I'm
45:37 | gonna as a consulting company our teams are going to come up with a proposal
45:43 | back to the Mars group and say here's what we propos for your project will you
45:48 | hire us to do it okay that takes a lot of man hours right like a lot of
45:53 | employee time to write up these proposals so consulting company kind of
45:59 | irritated and saying if there are some kinds of questions or some verticals of business
46:07 | where we're never going to win the work just tell us and we'll quit focusing our effort on them we can like maybe we're
46:13 | only good for Health Care maybe we're only good for customer experience questions like maybe like let's figure
46:18 | this out because we're spending a lot of time you know creating proposals and not winning the work now
46:25 | notice he said literally crosscorrelation they you have to keep
46:33 | in mind a lot of times they don't know what they're talking about and they're trying to use language thinking oh that you're
46:40 | GNA understand this because you're technical so I'm just like real talk with Beverly wght here y'all so that's
46:47 | how they sometimes word things don't take it too seriously like it's even if he had said develop a regression model
46:53 | it doesn't he doesn't mean that like they they're just trying to tell you they need some kind of help
46:59 | answering this question um okay the rest of them are
47:04 | not as hard um so number two we're trying to figure out how to eliminate late departures for our
47:12 | trains number three how can we best retain our best police
47:17 | officers number four our customers aren't buying as much as they did before and we're not sure why number five how
47:26 | can we learn ways to determine the right places to put our new stores we don't want to put a store somewhere that'll
47:32 | turn out unsuccessful so um let's take a quick um
47:40 | four minutes and pick one of these questions and then rewrite it and then
47:46 | we can talk about what you guys came up with so I'm going to go on mute for four minutes and um and we'll be right back
48:25 | yeah
48:55 | e
49:25 | e
49:55 | e e
50:40 | someone had a question about the first question on the quiz and it is correctly
50:46 | written I just confirmed it
50:59 | all right you guys are out there it's Friday
51:06 | afternoon and you're working on this data for good competition so I'm proud of
51:12 | you um who would like to share do we have something in the chat
